"id","success","big_hit","backers_count"
1317942350,"NO","NO",1
1317949464,"NO","NO",10
1318044536,"NO","NO",1
1318082875,"NO","NO",5
1318090913,"YES","NO",30
1318132383,"NO","NO",8
1318156193,"NO","NO",0
1318166695,"YES","NO",37
1318174063,"NO","NO",7
1318202761,"NO","NO",10
1318229490,"YES","YES",409
1318260251,"YES","NO",151
1318312254,"YES","NO",395
1318330745,"YES","YES",1710
1318365203,"NO","NO",4
1318406024,"NO","NO",2
1318469394,"YES","NO",82
1318486606,"NO","NO",15
1318486747,"NO","NO",0
1318496243,"NO","NO",1
1318536697,"NO","NO",113
1318554373,"NO","NO",1
1318583048,"YES","NO",76
1318600395,"NO","NO",4
1318648743,"NO","NO",3
1318649516,"NO","NO",2
1318679753,"NO","NO",24
1318710107,"NO","NO",15
1318720613,"NO","NO",3
1318755723,"YES","NO",81
1318765589,"NO","NO",0
1318767875,"YES","NO",221
1318771183,"NO","NO",153
1318785471,"NO","NO",25
1318833036,"NO","NO",6
1318842329,"YES","NO",62
1318875101,"YES","YES",190
1318882610,"NO","NO",0
1318890814,"YES","YES",78
1318894625,"YES","NO",66
1318953929,"NO","NO",3
1318962035,"YES","YES",2959
1318985086,"NO","NO",3
1319025442,"NO","NO",49
1319043965,"NO","NO",1
1319064912,"YES","NO",45
1319093574,"NO","NO",62
1319107826,"NO","NO",15
1319110337,"YES","NO",28
1319124474,"YES","NO",28
1319147675,"YES","NO",37
1319242295,"NO","NO",15
1319297661,"YES","NO",41
1319339669,"YES","NO",33
1319402862,"NO","NO",1
1319404143,"NO","NO",0
1319406489,"NO","NO",0
1319440377,"YES","NO",34
1319452440,"NO","NO",2
1319460083,"YES","YES",22
1319470138,"NO","NO",0
1319492045,"YES","NO",160
1319511590,"NO","NO",6
1319527319,"YES","YES",48
1319546780,"YES","NO",25
1319580488,"NO","NO",12
1319606603,"NO","NO",0
1319638576,"YES","YES",2336
1319663857,"NO","NO",6
1319669882,"NO","NO",3
1319720864,"NO","NO",18
1319721117,"YES","NO",38
1319760887,"NO","NO",4
1319766752,"NO","NO",281
1319785376,"YES","YES",372
1319801838,"NO","NO",0
1319803192,"YES","NO",561
1319827178,"NO","NO",0
1319835401,"NO","NO",0
1319838556,"NO","NO",1
1319866643,"YES","NO",36
1319901468,"YES","NO",52
1319921232,"YES","NO",54
1319933721,"YES","NO",85
1319956762,"YES","NO",26
1319966960,"NO","NO",7
1320021440,"NO","NO",22
1320047373,"YES","NO",86
1320083740,"YES","NO",229
1320106370,"YES","NO",61
1320111584,"YES","NO",195
1320168805,"NO","NO",2
1320204506,"YES","NO",109
1320215276,"YES","NO",30
1320238280,"NO","NO",25
1320247832,"NO","NO",1
1320257371,"NO","NO",4
1320285429,"NO","NO",2
1320285893,"NO","NO",3
1320300116,"NO","NO",55
1320349003,"YES","NO",515
1320355556,"NO","NO",43
1320408808,"NO","NO",0
1320458599,"YES","NO",55
1320467373,"YES","YES",65
1320490445,"YES","NO",254
1320505459,"YES","YES",259
1320519125,"NO","NO",425
1320528209,"YES","NO",244
1320549642,"NO","NO",5
1320602557,"NO","NO",39
1320657550,"YES","NO",21
1320709903,"NO","NO",0
1320777003,"NO","NO",1
1320793524,"NO","NO",80
1320794306,"NO","NO",0
1320837293,"NO","NO",3
1320876868,"NO","NO",176
1320877763,"NO","NO",1
1320884060,"YES","YES",108
1320899992,"YES","YES",420
1320923252,"NO","NO",8
1320940789,"NO","NO",36
1320970931,"NO","NO",7
1320996686,"YES","NO",40
1320998719,"NO","NO",5
1321015435,"YES","NO",43
1321084632,"YES","YES",373
1321227435,"YES","NO",49
1321237967,"YES","NO",71
1321266609,"NO","NO",2
1321294152,"YES","NO",45
1321296305,"YES","YES",156
1321298111,"NO","NO",2
1321342342,"YES","NO",199
1321364864,"NO","NO",7
1321373838,"YES","NO",14
1321400112,"YES","NO",128
1321425875,"NO","NO",19
1321433053,"NO","NO",20
1321449456,"NO","NO",13
1321456135,"YES","YES",15
1321498482,"NO","NO",0
1321505399,"NO","NO",8
1321508921,"YES","NO",101
1321561241,"YES","NO",92
1321607818,"YES","NO",40
1321646395,"YES","NO",332
1321652557,"NO","NO",3
1321675441,"YES","NO",38
1321675573,"NO","NO",7
1321683758,"NO","NO",1
1321702883,"NO","NO",141
1321719587,"YES","NO",59
1321806715,"NO","NO",2
1321840272,"YES","NO",62
1321878047,"NO","NO",35
1321878733,"NO","NO",7
1321895069,"NO","NO",0
1321928366,"YES","NO",80
1321943537,"NO","NO",0
1322065899,"NO","NO",23
1322068219,"NO","NO",1
1322080906,"YES","YES",57
1322088982,"NO","NO",13
1322098719,"NO","NO",1
1322133736,"YES","NO",62
1322143093,"NO","NO",32
1322146835,"YES","YES",50
1322157149,"NO","NO",53
1322176759,"YES","YES",1239
1322189630,"NO","NO",68
1322202068,"NO","NO",2
1322207854,"NO","NO",33
1322236554,"NO","NO",3
1322269852,"YES","NO",262
1322291135,"NO","NO",0
1322342483,"NO","NO",2
1322345499,"YES","YES",99
1322390512,"NO","NO",24
1322397703,"NO","NO",1
1322436104,"YES","NO",294
1322451458,"NO","NO",0
1322462870,"NO","NO",5
1322465500,"YES","NO",31
1322505355,"YES","YES",56
1322515054,"NO","NO",5
1322548722,"YES","NO",45
1322552607,"YES","NO",36
1322561846,"NO","NO",0
1322582703,"NO","NO",0
1322591822,"NO","NO",2
1322601317,"NO","NO",2
1322612555,"YES","NO",103
1322616427,"YES","NO",45
1322625936,"YES","NO",64
1322654533,"YES","YES",130
1322667773,"NO","NO",32
1322675376,"NO","NO",0
1322713160,"YES","NO",111
1322715176,"YES","YES",628
1322719837,"NO","NO",19
1322723363,"YES","NO",20
1322724553,"NO","NO",13
1322725476,"NO","NO",107
1322762252,"NO","NO",0
1322768179,"YES","NO",136
1322776636,"YES","NO",29
1322783554,"YES","NO",84
1322818801,"NO","NO",19
1322839503,"NO","NO",9
1322839534,"YES","NO",17
1322863286,"NO","NO",10
1322876227,"YES","YES",32
1322881353,"YES","NO",163
1322964560,"NO","NO",1
1322987239,"NO","NO",3
1323007535,"NO","NO",0
1323022418,"NO","NO",14
1323025140,"NO","NO",17
1323035284,"NO","NO",9
1323037478,"YES","NO",172
1323043342,"NO","NO",16
1323064715,"NO","NO",1
1323065407,"NO","NO",8
1323086194,"YES","NO",51
1323132498,"YES","NO",471
1323160501,"NO","NO",19
1323205302,"YES","NO",67
1323260560,"NO","NO",25
1323278395,"NO","NO",11
1323310520,"NO","NO",3
1323341909,"NO","NO",1
1323383790,"YES","YES",83
1323401389,"YES","NO",567
1323402895,"YES","NO",26
1323404588,"YES","NO",35
1323418992,"YES","NO",49
1323446425,"NO","NO",0
1323463248,"YES","NO",82
1323464831,"NO","NO",7
1323467558,"NO","NO",5
1323491780,"YES","NO",204
1323520038,"NO","NO",157
1323528790,"NO","NO",1
1323554365,"NO","NO",2
1323565996,"YES","NO",143
1323572854,"YES","YES",150
1323591008,"NO","NO",5
1323632385,"YES","YES",251
1323642362,"YES","NO",13
1323645859,"YES","NO",61
1323651209,"NO","NO",8
1323656328,"YES","NO",44
1323660043,"YES","NO",24
1323662156,"NO","NO",16
1323698625,"NO","NO",3
1323702104,"NO","NO",21
1323784604,"NO","NO",9
1323848204,"YES","NO",307
1323858030,"YES","YES",232
1323860768,"YES","NO",28
1323885030,"NO","NO",35
1323889152,"NO","NO",9
1323892802,"YES","NO",241
1323944289,"YES","NO",37
1323959639,"NO","NO",0
1323978384,"NO","NO",0
1323989963,"NO","NO",0
1324047857,"YES","NO",38
1324061682,"YES","NO",229
1324079471,"YES","NO",452
1324093735,"NO","NO",17
1324104268,"NO","NO",3
1324108706,"NO","NO",21
1324128826,"NO","NO",4
1324154348,"NO","NO",3
1324155145,"YES","NO",765
1324190420,"NO","NO",1
1324205753,"NO","NO",4
1324240171,"NO","NO",21
1324275201,"NO","NO",11
1324282599,"NO","NO",10
1324293726,"YES","NO",20
1324301943,"YES","YES",87
1324319220,"NO","NO",2
1324373569,"NO","NO",73
1324373745,"YES","NO",20
1324381541,"NO","NO",5
1324392664,"YES","YES",314
1324428030,"NO","NO",3
1324481503,"NO","NO",11
1324497463,"NO","NO",2
1324498021,"NO","NO",133
1324504892,"NO","NO",5
1324508589,"YES","YES",78
1324515703,"NO","NO",42
1324549093,"NO","NO",25
1324554052,"NO","NO",17
1324565201,"NO","NO",0
1324587114,"NO","NO",10
1324599474,"YES","NO",117
1324605290,"NO","NO",7
1324702250,"YES","YES",2560
1324712636,"NO","NO",37
1324744930,"YES","NO",140
1324749214,"NO","NO",3
1324762835,"YES","NO",75
1324774409,"NO","NO",6
1324787432,"YES","NO",90
1324807386,"YES","YES",56
1324815773,"YES","NO",8
1324861710,"NO","NO",0
1324916869,"YES","NO",110
1324942869,"NO","NO",75
1324977275,"NO","NO",0
1324997487,"NO","NO",1
1325032372,"NO","NO",79
1325036355,"NO","NO",11
1325046035,"NO","NO",4
1325051316,"YES","NO",21
1325069556,"NO","NO",25
1325105815,"NO","NO",0
1325106752,"YES","NO",21
1325109870,"NO","NO",4
1325127636,"NO","NO",0
1325219607,"NO","NO",9
1325234029,"YES","NO",40
1325244546,"YES","NO",13
1325251285,"YES","NO",97
1325347988,"NO","NO",259
1325349189,"NO","NO",0
1325369722,"YES","NO",11
1325384653,"YES","NO",83
1325385771,"NO","NO",11
1325387377,"YES","NO",63
1325401866,"NO","NO",1
1325422252,"NO","NO",1
1325450475,"NO","NO",2
1325466114,"YES","NO",140
1325482761,"NO","NO",7
1325494877,"YES","YES",169
1325506274,"YES","NO",33
1325540456,"YES","NO",170
1325564703,"NO","NO",68
1325570847,"YES","YES",29
1325583585,"NO","NO",2
1325586598,"NO","NO",71
1325606987,"YES","NO",91
1325609333,"NO","NO",18
1325646891,"NO","NO",7
1325684787,"NO","NO",3
1325745051,"YES","NO",292
1325764626,"NO","NO",8
1325782079,"NO","NO",4
1325861328,"NO","NO",6
1325901925,"NO","NO",1
1325912771,"YES","NO",32
1325938306,"NO","NO",2
1325977523,"YES","NO",75
1326031564,"YES","YES",923
1326059468,"NO","NO",3
1326127346,"YES","NO",28
1326134447,"NO","NO",2
1326144199,"YES","YES",23
1326163703,"YES","YES",665
1326185658,"YES","NO",160
1326213882,"YES","NO",116
1326219371,"NO","NO",9
1326221613,"NO","NO",37
1326221873,"NO","NO",1
1326223052,"NO","NO",28
1326273587,"NO","NO",9
1326277006,"NO","NO",15
1326308726,"NO","NO",0
1326315078,"NO","NO",20
1326350025,"YES","YES",210
1326350781,"YES","NO",17
1326350819,"YES","YES",2052
1326352957,"NO","NO",8
1326353668,"NO","NO",2
1326361225,"NO","NO",3
1326363492,"YES","NO",3448
1326386005,"NO","NO",5
1326416099,"NO","NO",16
1326417840,"YES","YES",246
1326432811,"NO","NO",15
1326433772,"YES","YES",91
1326455830,"YES","NO",26
1326492673,"NO","NO",28
1326496643,"YES","NO",3
1326507497,"YES","NO",23
1326665650,"YES","NO",34
1326698408,"NO","NO",13
1326702708,"NO","NO",6
1326719710,"NO","NO",1
1326725545,"NO","NO",157
1326745518,"YES","NO",81
1326755808,"NO","NO",0
1326768790,"NO","NO",2
1326787779,"NO","NO",7
1326877659,"YES","NO",62
1326902760,"YES","NO",20
1326934548,"NO","NO",9
1326974782,"NO","NO",2
1327059993,"YES","NO",35
1327132658,"YES","NO",18
1327135246,"YES","NO",73
1327141833,"NO","NO",5
1327163594,"NO","NO",39
1327210367,"NO","NO",2
1327235376,"NO","NO",22
1327258405,"NO","NO",57
1327263197,"YES","NO",32
1327339144,"YES","YES",1197
1327339323,"NO","NO",0
1327342501,"YES","YES",36
1327348326,"NO","NO",71
1327413841,"YES","NO",55
1327423895,"YES","NO",57
1327433387,"NO","NO",165
1327438470,"YES","NO",43
1327442241,"YES","NO",64
1327449173,"NO","NO",1
1327476600,"NO","NO",36
1327490007,"NO","NO",0
1327501769,"NO","NO",4
1327523528,"NO","NO",4
1327566901,"YES","YES",715
1327657716,"NO","NO",13
1327657723,"YES","NO",34
1327659557,"NO","NO",3
1327669866,"NO","NO",4
1327670296,"NO","NO",105
1327674219,"YES","NO",54
1327742100,"YES","NO",72
1327747846,"NO","NO",6
1327766064,"NO","NO",0
1327790242,"NO","NO",9
1327810811,"YES","NO",133
1327826925,"NO","NO",85
1327832730,"YES","YES",139
1327857770,"NO","NO",13
1327875547,"NO","NO",6
1327882763,"NO","NO",1
1327891280,"NO","NO",34
1327901179,"NO","NO",73
1327909428,"NO","NO",31
1327920600,"NO","NO",16
1327934829,"NO","NO",38
1327951667,"NO","NO",6
1327954185,"NO","NO",1
1327993656,"NO","NO",19
1328008401,"NO","NO",9
1328088291,"NO","NO",34
1328110084,"YES","NO",42
1328122269,"YES","YES",356
1328156772,"YES","NO",246
1328160810,"NO","NO",10
1328162389,"YES","NO",54
1328244870,"YES","NO",195
1328245194,"YES","NO",27
1328274122,"YES","NO",31
1328336448,"YES","NO",29
1328357408,"NO","NO",1
1328367887,"YES","NO",94
1328399987,"NO","NO",64
1328431726,"YES","YES",259
1328522925,"YES","NO",107
1328556369,"YES","NO",46
1328564364,"NO","NO",0
1328581893,"NO","NO",0
1328582865,"YES","YES",1374
1328621866,"NO","NO",4
1328627495,"NO","NO",14
1328677851,"YES","NO",17
1328681370,"NO","NO",8
1328718809,"YES","NO",53
1328724772,"NO","NO",34
1328782675,"YES","NO",91
1328810615,"NO","NO",62
1328836095,"NO","NO",86
1328972858,"NO","NO",15
1328982668,"YES","YES",243
1329004201,"NO","NO",7
1329017861,"YES","NO",18
1329028910,"NO","NO",17
1329037070,"YES","NO",68
1329048910,"NO","NO",1
1329075386,"NO","NO",2
1329129086,"NO","NO",3
1329205561,"YES","NO",135
1329210711,"NO","NO",7
1329229077,"NO","NO",9
1329240371,"NO","NO",3
1329258376,"YES","NO",73
1329308812,"NO","NO",1
1329311893,"NO","NO",11
1329315351,"YES","NO",105
1329326986,"NO","NO",13
1329329448,"YES","NO",11
1329353960,"YES","YES",668
1329389306,"YES","NO",11
1329394800,"NO","NO",127
1329462393,"NO","NO",3
1329475677,"YES","NO",207
1329507635,"YES","YES",3
1329510410,"YES","NO",365
1329567374,"NO","NO",0
1329573682,"NO","NO",114
1329577260,"NO","NO",0
1329604845,"NO","NO",50
1329609030,"YES","NO",25
1329611762,"NO","NO",23
1329657834,"YES","NO",193
1329667586,"YES","NO",128
1329692100,"NO","NO",47
1329700272,"NO","NO",1
1329703239,"NO","NO",1
1329727006,"YES","NO",28
1329727211,"NO","NO",0
1329765304,"YES","NO",69
1329795822,"YES","NO",239
1329803977,"NO","NO",0
1329804733,"NO","NO",11
1329878655,"NO","NO",14
1329912129,"YES","NO",25
1329932153,"YES","NO",76
1329949763,"NO","NO",10
1329953386,"YES","NO",80
1329966862,"YES","NO",245
1329993539,"NO","NO",193
1330029085,"NO","NO",2
1330040127,"YES","NO",677
1330060176,"NO","NO",9
1330065303,"NO","NO",3
1330070183,"YES","NO",12
1330113010,"NO","NO",6
1330114353,"YES","NO",14
1330140870,"NO","NO",15
1330165896,"YES","NO",118
1330198868,"NO","NO",2
1330207514,"YES","NO",108
1330357157,"YES","NO",14
1330364902,"YES","NO",189
1330386758,"NO","NO",1
1330391186,"YES","NO",110
1330407700,"YES","NO",28
1330423145,"NO","NO",6
1330431426,"YES","NO",61
1330511946,"NO","NO",1
1330544038,"NO","NO",71
1330545113,"NO","NO",7
1330553531,"YES","NO",32
1330563114,"NO","NO",2
1330569342,"NO","NO",12
1330590071,"YES","NO",21
1330593830,"NO","NO",1
1330610238,"NO","NO",2
1330611148,"NO","NO",23
1330617637,"YES","YES",318
1330628450,"NO","NO",7
1330658365,"YES","NO",169
1330665139,"NO","NO",16
1330682902,"NO","NO",3
1330691709,"NO","NO",1
1330731063,"YES","NO",44
1330743160,"NO","NO",14
1330759740,"NO","NO",1
1330851906,"NO","NO",30
1330863700,"YES","NO",127
1330903550,"YES","YES",32
1330903887,"YES","NO",32
1330931449,"NO","NO",1
1330938860,"NO","NO",1
1330951761,"NO","NO",1
1330965888,"YES","NO",40
1330997524,"YES","NO",90
1331037205,"NO","NO",8
1331047419,"YES","NO",181
1331076043,"NO","NO",29
1331078763,"NO","NO",113
1331083005,"YES","NO",28
1331102419,"YES","NO",64
1331125108,"YES","NO",46
1331175344,"YES","NO",69
1331185105,"NO","NO",0
1331207066,"YES","NO",23
1331223135,"YES","NO",71
1331353229,"NO","NO",44
1331354527,"NO","NO",40
1331399788,"NO","NO",35
1331410778,"NO","NO",11
1331426863,"NO","NO",1
1331436854,"NO","NO",9
1331441135,"NO","NO",2
1331496879,"YES","NO",88
1331524041,"NO","NO",1
1331552946,"NO","NO",2
1331553487,"YES","NO",15
1331557695,"NO","NO",9
1331589665,"NO","NO",5
1331670910,"NO","NO",33
1331692036,"YES","YES",1267
1331734135,"YES","NO",222
1331764579,"NO","NO",26
1331863803,"NO","NO",28
1331870020,"NO","NO",144
1331878928,"NO","NO",83
1331912633,"NO","NO",5
1331915587,"NO","NO",10
1331974578,"YES","NO",49
1331980492,"YES","NO",42
1332032460,"YES","NO",60
1332036742,"NO","NO",12
1332110823,"YES","YES",55
1332132367,"NO","NO",13
1332134100,"NO","NO",0
1332166205,"YES","YES",117
1332170479,"YES","NO",135
1332178757,"NO","NO",3
1332224011,"NO","NO",13
1332242058,"NO","NO",1
1332245234,"NO","NO",18
1332251986,"YES","NO",121
1332275152,"NO","NO",1
1332311949,"YES","YES",3468
1332328198,"NO","NO",0
1332351892,"NO","NO",7
1332352692,"YES","NO",28
1332369696,"YES","NO",153
1332384431,"YES","NO",15
1332410787,"YES","NO",71
1332423630,"NO","NO",1
1332424968,"NO","NO",2
1332443320,"NO","NO",44
1332447409,"NO","NO",88
1332477704,"NO","NO",3
1332512554,"NO","NO",20
1332530241,"NO","NO",2
1332586549,"NO","NO",53
1332609245,"NO","NO",1
1332637824,"NO","NO",5
1332688387,"NO","NO",7
1332702497,"NO","NO",8
1332747163,"YES","NO",46
1332750272,"NO","NO",18
1332762787,"YES","NO",73
1332781265,"NO","NO",2
1332793805,"YES","NO",107
1332807784,"NO","NO",10
1332810988,"YES","YES",4048
1332816028,"YES","NO",321
1332847082,"NO","NO",12
1332896262,"NO","NO",7
1332903253,"YES","NO",129
1332912316,"NO","NO",42
1332998780,"NO","NO",16
1333047225,"YES","NO",87
1333058241,"YES","YES",331
1333065282,"NO","NO",12
1333072502,"NO","NO",3
1333075929,"YES","NO",17
1333109572,"YES","NO",55
1333128057,"YES","NO",95
1333130547,"NO","NO",27
1333150854,"NO","NO",8
1333151444,"NO","NO",0
1333158808,"YES","NO",51
1333166874,"NO","NO",2
1333170285,"NO","NO",0
1333174307,"YES","NO",18
1333203513,"NO","NO",21
1333208238,"NO","NO",5
1333213318,"NO","NO",8
1333245985,"YES","NO",26
1333252759,"YES","NO",75
1333312538,"NO","NO",6
1333322677,"NO","NO",65
1333326933,"NO","NO",11
1333340968,"YES","NO",344
1333361614,"NO","NO",10
1333451306,"NO","NO",15
1333486205,"NO","NO",5
1333530179,"NO","NO",0
1333542736,"YES","NO",367
1333557562,"NO","NO",0
1333590512,"NO","NO",3
1333617365,"NO","NO",14
1333621776,"YES","NO",58
1333653533,"NO","NO",12
1333679113,"NO","NO",8
1333683521,"YES","NO",41
1333709567,"NO","NO",5
1333721496,"YES","NO",1033
1333798684,"NO","NO",36
1333800468,"NO","NO",7
1333802304,"YES","NO",603
1333803782,"NO","NO",3
1333843451,"NO","NO",11
1333877300,"YES","NO",165
1333937445,"YES","NO",76
1334007487,"NO","NO",74
1334025876,"YES","YES",228
1334068530,"YES","NO",2523
1334078396,"NO","NO",31
1334088794,"NO","NO",0
1334112525,"YES","NO",100
1334163460,"YES","NO",60
1334189187,"YES","YES",438
1334192955,"NO","NO",1
1334196214,"YES","NO",91
1334217700,"NO","NO",3
1334220108,"NO","NO",1
1334225869,"YES","NO",29
1334249100,"YES","NO",55
1334253666,"NO","NO",0
1334328359,"YES","NO",45
1334347610,"NO","NO",41
1334355476,"YES","NO",281
1334368105,"YES","NO",120
1334475882,"YES","YES",23
1334481201,"YES","NO",285
1334541200,"NO","NO",9
1334558987,"NO","NO",8
1334567221,"NO","NO",200
1334568647,"NO","NO",4
1334569758,"NO","NO",7
1334590299,"NO","NO",118
1334591866,"YES","NO",56
1334629920,"NO","NO",6
1334649275,"YES","YES",97
1334683663,"NO","NO",2
1334692205,"YES","NO",14
1334770886,"YES","NO",32
1334775429,"YES","NO",98
1334788095,"YES","NO",157
1334792844,"NO","NO",9
1334800040,"NO","NO",2
1334800459,"YES","NO",29
1334861514,"YES","YES",71
1334884260,"YES","YES",2263
1334936389,"YES","NO",61
1334937221,"YES","YES",361
1334950738,"NO","NO",1
1334972555,"YES","YES",10
1334975949,"NO","NO",2
1334980293,"YES","YES",1141
1334984296,"NO","NO",21
1335000873,"NO","NO",0
1335014517,"YES","NO",70
1335028509,"YES","NO",83
1335051929,"NO","NO",6
1335060755,"YES","NO",15
1335068587,"NO","NO",4
1335163640,"NO","NO",1
1335206350,"YES","NO",19
1335210882,"NO","NO",6
1335232808,"NO","NO",14
1335276765,"YES","NO",125
1335282002,"NO","NO",9
1335297833,"YES","NO",142
1335308123,"YES","NO",189
1335317276,"NO","NO",4
1335318273,"YES","YES",580
1335319458,"NO","NO",114
1335326554,"NO","NO",12
1335328546,"NO","NO",72
1335344872,"NO","NO",39
1335392648,"NO","NO",2
1335449106,"NO","NO",3
1335456682,"NO","NO",0
1335483489,"YES","YES",882
1335493110,"NO","NO",0
1335495877,"NO","NO",25
1335538318,"YES","NO",82
1335590623,"NO","NO",7
1335621812,"NO","NO",2
1335684791,"NO","NO",0
1335696418,"NO","NO",3
1335734489,"NO","NO",16
1335741944,"NO","NO",0
1335743029,"YES","YES",17
1335775799,"YES","NO",63
1335780225,"NO","NO",1
1335784356,"NO","NO",6
1335800059,"NO","NO",29
1335839825,"NO","NO",0
1335872253,"YES","NO",288
1335877603,"NO","NO",1
1335877995,"YES","NO",68
1335904086,"YES","NO",66
1335926167,"NO","NO",3
1335938032,"YES","YES",427
1335968066,"NO","NO",106
1335974142,"NO","NO",15
1336005775,"YES","NO",32
1336044676,"YES","YES",177
1336095457,"NO","NO",13
1336134912,"NO","NO",0
1336148855,"NO","NO",0
1336155439,"NO","NO",22
1336183680,"YES","NO",179
1336230640,"NO","NO",3
1336302907,"NO","NO",10
1336319019,"NO","NO",1
1336328493,"YES","NO",257
1336338922,"YES","NO",82
1336375892,"YES","YES",28
1336393808,"YES","NO",13
1336423718,"YES","NO",226
1336441780,"NO","NO",7
1336443155,"YES","NO",150
1336472812,"NO","NO",0
1336484153,"YES","NO",127
1336544101,"NO","NO",0
1336555160,"YES","NO",172
1336555604,"NO","NO",3
1336616814,"YES","YES",19
1336662279,"NO","NO",146
1336701997,"YES","YES",558
1336730603,"YES","NO",67
1336750546,"NO","NO",32
1336772222,"NO","NO",0
1336800410,"NO","NO",201
1336804205,"YES","NO",47
1336822738,"NO","NO",19
1336829040,"YES","NO",13
1336841743,"NO","NO",20
1336880644,"NO","NO",7
1336884217,"YES","NO",47
1336913108,"YES","NO",126
1336947985,"YES","YES",39
1336954665,"NO","NO",4
1336979402,"NO","NO",37
1337017803,"NO","NO",6
1337067581,"YES","NO",72
1337074482,"NO","NO",8
1337109633,"NO","NO",9
1337118757,"YES","YES",185
1337148279,"NO","NO",2
1337151943,"YES","NO",86
1337176963,"YES","NO",294
1337195053,"YES","YES",207
1337196566,"YES","NO",193
1337211708,"YES","NO",11
1337297021,"NO","NO",15
1337301733,"NO","NO",1
1337313546,"NO","NO",10
1337352858,"YES","NO",82
1337368496,"YES","NO",91
1337481480,"NO","NO",17
1337486144,"NO","NO",68
1337489076,"NO","NO",18
1337496707,"NO","NO",0
1337507881,"YES","NO",58
1337554005,"NO","NO",39
1337569848,"YES","NO",77
1337572987,"NO","NO",1
1337574071,"NO","NO",9
1337597811,"NO","NO",9
1337605991,"NO","NO",0
1337662250,"YES","NO",48
1337713037,"YES","NO",235
1337721245,"NO","NO",2
1337768157,"NO","NO",3
1337779478,"YES","NO",22
1337802468,"NO","NO",2
1337809747,"YES","NO",11
1337830956,"YES","NO",17
1337897359,"NO","NO",7
1337909258,"NO","NO",0
1337932364,"YES","NO",36
1337953878,"NO","NO",5
1337968737,"NO","NO",3
1337986363,"NO","NO",7
1337995636,"NO","NO",7
1338030655,"YES","NO",132
1338079097,"NO","NO",4
1338088362,"NO","NO",0
1338116404,"NO","NO",8
1338118066,"YES","NO",50
1338162950,"NO","NO",20
1338187428,"NO","NO",7
1338248857,"YES","NO",169
1338256312,"NO","NO",1
1338256769,"NO","NO",4
1338258037,"YES","NO",26
1338266275,"NO","NO",0
1338330984,"NO","NO",140
1338343775,"NO","NO",5
1338387491,"NO","NO",4
1338407533,"NO","NO",51
1338444850,"YES","NO",45
1338449180,"YES","NO",143
1338461507,"NO","NO",7
1338466423,"NO","NO",3
1338504856,"NO","NO",5
1338540632,"YES","NO",54
1338541759,"YES","NO",211
1338619773,"NO","NO",0
1338633772,"YES","NO",97
1338638305,"YES","YES",11
1338681141,"NO","NO",15
1338686160,"NO","NO",10
1338707993,"YES","YES",2549
1338739992,"NO","NO",54
1338750876,"NO","NO",3
1338752797,"YES","YES",24
1338757673,"YES","YES",13
1338757904,"YES","NO",147
1338780778,"NO","NO",0
1338782169,"NO","NO",1
1338793069,"YES","YES",105
1338793824,"YES","NO",104
1338797576,"NO","NO",13
1338801233,"NO","NO",17
1338822335,"NO","NO",5
1338854875,"NO","NO",55
1338879831,"YES","NO",200
1338925005,"YES","NO",19
1338928777,"NO","NO",33
1338974948,"NO","NO",6
1338985450,"YES","YES",44
1338993001,"NO","NO",18
1339053598,"NO","NO",0
1339055157,"YES","NO",86
1339079196,"NO","NO",0
1339094664,"NO","NO",3
1339100903,"YES","NO",20
1339106102,"YES","NO",116
1339142748,"YES","NO",289
1339169191,"NO","NO",0
1339193738,"NO","NO",0
1339196411,"NO","NO",11
1339207659,"NO","NO",73
1339250125,"NO","NO",13
1339269506,"NO","NO",60
1339284153,"NO","NO",0
1339286343,"YES","NO",34
1339328860,"YES","YES",146
1339372971,"NO","NO",1
1339387239,"NO","NO",3
1339389157,"NO","NO",7
1339429539,"NO","NO",2
1339440322,"NO","NO",6
1339476871,"NO","NO",0
1339514621,"NO","NO",0
1339566958,"NO","NO",70
1339568845,"NO","NO",10
1339585598,"NO","NO",12
1339590242,"NO","NO",46
1339648486,"YES","NO",80
1339659091,"NO","NO",13
1339673453,"NO","NO",2
1339686666,"NO","NO",4
1339688107,"YES","YES",26
1339695026,"YES","NO",59
1339733662,"NO","NO",64
1339790802,"NO","NO",22
1339864103,"YES","YES",23
1339864915,"NO","NO",1
1339891723,"YES","NO",134
1339967194,"YES","NO",83
1339968385,"NO","NO",47
1339997752,"YES","NO",133
1340008654,"NO","NO",11
1340025002,"YES","NO",208
1340035987,"NO","NO",154
1340046601,"YES","NO",61
1340053708,"YES","NO",104
1340107475,"YES","NO",38
1340127861,"YES","NO",50
1340130090,"YES","NO",29
1340144662,"YES","NO",15
1340146930,"NO","NO",8
1340190813,"NO","NO",48
1340241505,"YES","NO",97
1340269815,"YES","YES",1921
1340307688,"NO","NO",29
1340322119,"NO","NO",11
1340326474,"YES","NO",43
1340357212,"YES","NO",338
1340367338,"YES","YES",559
1340368209,"YES","NO",212
1340395121,"NO","NO",4
1340398382,"NO","NO",14
1340399043,"YES","NO",10
1340409569,"YES","NO",48
1340425653,"NO","NO",0
1340428529,"YES","NO",66
1340433277,"YES","NO",74
1340450221,"YES","NO",94
1340452280,"YES","YES",209
1340473024,"NO","NO",1
1340496823,"YES","NO",23
1340534521,"YES","YES",231
